st_name,year,ac_no,ac_name,ac_type,cand_name,cand_sex,partyname,partyabbre,totvotpoll,electors
Bihar,1995.0,281,Baghmara,GEN,Sanjay Jha,M,Independent,IND,271.0,196865
Bihar,2005.0,145,Pranpur,GEN,Ghanshyam Singh,M,Independent,IND,2637.0,183685
Bihar,1990.0,233,Chenari,SC,Chandrama Ram,M,Independents,IND,79.0,170207
Bihar,1995.0,54,Sahebganj,GEN,Raj Kishore Tiwari,M,Independent,IND,266.0,171807
Bihar,1990.0,220,Rajpur,SC,Surendra Chamar,M,Independents,IND,382.0,145116
Bihar,2000.0,45,Hajipur,GEN,Hariwansh Narayan Singh,M,Indian National Congress,INC,1196.0,200370
Bihar,2000.0,244,Makhdumpur,GEN,Satis Chandra Sharma,M,Samata Party,SAP,1193.0,181337
Bihar,1990.0,84,Manigachhi,GEN,Madan Mohan Chaudhary,M,Indian National Congress,INC,65390.0,147979
Bihar,1995.0,72,Pupri,GEN,Ram Briksha Choudhary,M,Samata Party,SAP,31477.0,198812
Bihar,2005.0,227,Jahanabad,GEN,Kusum Devi,M,Independent,IND,1089.0,225974
Bihar,1995.0,33,Maharajganj,GEN,Jagannath Upadhyay,M,Independent,IND,534.0,153009
Bihar,2005.0,134,Thakurganj,GEN,Sikandar Singh,M,Independent,IND,15634.0,232988
Bihar,1995.0,266,Barkagaon,GEN,Dwarika Bedia,M,Bahujan Samaj Party,BSP,291.0,234071
Bihar,2010.0,179,Barh,GEN,Rana Ranvir Singh,,Nationalist Congress Party,NCP,781.0,216282
Bihar,1977.0,132,Jokihat,GEN,Bahbood,M,Independents,IND,529.0,92308
Bihar,2000.0,140,Korha,SC,Ritlal Ram,M,Apna Dal,AD,381.0,171221
Bihar,2000.0,61,Gaighatti,GEN,Ram Lala Pd. Yadav,M,Samajwadi Party,SP,2727.0,160137
Bihar,1995.0,128,Narpatganj,GEN,Vasudev Prasad Yadav,M,Independent,IND,47.0,192283
Bihar,1980.0,256,Atri,GEN,Harbansh Prasad,M,Independents,IND,186.0,139997
Bihar,2000.0,273,Jamua,SC,Baldeo Hazra,M,Rashtriya Janata Dal,RJD,60838.0,192983
Bihar,1990.0,75,Harlakhi,GEN,Ram Naresh Pandey,M,Communist Party Of India,CPI,34392.0,151319
Bihar,1977.0,79,Pandaul,GEN,Pachkauri Paswan,M,Independents,IND,582.0,119750
Bihar,2005.0,58,Sakra,SC,Devan Kumar,M,Rashtriya Lok Dal,RLD,1308.0,191593
Bihar,2010.0,80,Benipur,GEN,Hare Krishna Yadav,,Rashtriya Janata Dal,RJD,29265.0,226713
Bihar,2000.0,82,Laukaha,GEN,Chitranjan Prasad Yadav,M,Rashtriya Janata Dal,RJD,24080.0,166427
Bihar,1985.0,244,Makhdumpur,GEN,Tilak Deo Sharma,M,Bharatiya Janta Party,BJP,13120.0,156496
Bihar,1995.0,320,Garhwa,GEN,Chulhan Singh,M,Independent,IND,4831.0,184455
Bihar,2005.1,117,Saharsa,GEN,Rattan Paswan,M,Independent,IND,851.0,248520
Bihar,2005.0,171,Sikandra,SC,Ram Jee Choudhary,M,Independent,IND,599.0,235746
Bihar,1977.0,304,Silli,GEN,Rajak Khan,M,Independents,IND,241.0,87943
Bihar,1990.0,234,Nokha,GEN,Ishwar Chand Mahto,M,Independents,IND,1689.0,146838
Bihar,2005.1,241,Gobindpur,GEN,Umesh Prasad Yadav,M,Independent,IND,2292.0,208624
Bihar,1995.0,59,Muzaffarpur,GEN,Munna Tiwari,M,Independent,IND,2606.0,227199
Bihar,1977.0,36,Baniapur,GEN,Uma Pandey,F,Indian National Congress,INC,10529.0,105938
Bihar,2010.0,208,Sasaram,GEN,Satyendra Kumar,,Independent,IND,1570.0,275379
Bihar,1985.0,227,Dinara,GEN,Subhash Chandra Singh,M,Janta Party,JNP,310.0,133050
Bihar,1980.0,318,Panki,GEN,Sudeshwar Mehta,M,Indian National Congress (U),INC(U),2763.0,100677
Bihar,1990.0,44,Sonepur,GEN,Surendra Nath,M,Akhil Bharatiya Jana Sangh,BJS,738.0,155071
Bihar,2010.0,188,Phulwari,SC,Jitendra Paswan,,Indian National Congress,INC,3178.0,247420
Bihar,2005.0,37,Masrakh,GEN,Gudri Majhi,M,Independent,IND,582.0,189194
Bihar,1980.0,78,Madhubani,GEN,Zafirul Hasan,M,Independents,IND,169.0,138772
Bihar,1977.0,59,Muzaffarpur,GEN,Shiv Swaroop Sharma,M,Independents,IND,748.0,122090
Bihar,1985.0,5,Sikta,GEN,Gausal Azam,M,Indian National Congress,INC,24735.0,123300
Bihar,1977.0,279,Bokaro,GEN,H.R. Bhakta,M,Independents,IND,1593.0,125867
Bihar,1985.0,291,Jamshedpur East,GEN,Shiv Shankar Dwivedi,M,Independent,IND,258.0,130898
Bihar,2005.0,72,Pupri,GEN,Srinath Rai,M,Independent,IND,2185.0,224363
Bihar,2005.1,192,Maner,GEN,Deo Nand Rai,M,Buddhiviveki Vikas Party,BVVP,1643.0,215323
Bihar,1995.0,287,Baharagora,GEN,Ashoke Kumar Mishra,M,Indian National Congress,INC,18667.0,156833
Bihar,2000.0,60,Bochaha,SC,Musafir Paswan,M,Janata Dal (United),JD(U),22863.0,184705
Bihar,1990.0,67,Sitamarhi,GEN,Narendra Prasad Sinha,M,Communist Party Of India,CPI,7409.0,188289
Bihar,2000.0,185,Monghyr,GEN,Prof. Asfar Samsi,M,Bharatiya Janata Party,BJP,41680.0,203940
Bihar,1985.0,85,Bahera,GEN,Abdul Bari Siddiqui,M,Lok Dal,LKD,18970.0,129788
Bihar,1995.0,302,Torpa,ST,Ciril Prabal Topno,M,Janata Dal,JD,1919.0,118816
Bihar,1980.0,103,Balia,GEN,Raj Ballav Kumar,M,Bharatiya Janata Party,BJP,3716.0,126140
Bihar,1985.0,98,Dalsinghsarai,GEN,Jai Kishore Mahto,M,Independent,IND,572.0,150307
Bihar,2010.0,157,Sultanganj,GEN,Virendra Kumar Ravi,,Jharkhand Vikas Morcha (Prajatantrik),JVM(P),598.0,263544
Bihar,1980.0,199,Chandi,GEN,Ramraj Prasad Singh,M,Indian National Congress (I),INC(I),51208.0,117550
Bihar,1985.0,292,Jamshedpur West,GEN,Deoraj Sharma,M,Independent,IND,397.0,125871
Bihar,1985.0,175,Belhar,GEN,Chaturbhuj Prasad Singh,M,Lok Dal,LKD,13415.0,118970
Bihar,1980.0,10,Raxaul,GEN,Umakant Tiwari,M,Independents,IND,138.0,110538
Bihar,2000.0,279,Bokaro,GEN,Birendra Singh,M,Samajwadi Janata Party (Rashtriya),SJP(R),5962.0,359043
Bihar,1995.0,264,Chatra,SC,Jhaman Singh,M,Communist Party Of India (Marxist-Lenninist)(Liberation),CPI(ML)(L),2212.0,195965
Bihar,1990.0,92,Hayaghat,GEN,Krishan Kumar Singh,M,Independents,IND,586.0,137757
Bihar,2005.1,201,Buxar,GEN,Upendra Dubey,M,Revolutionary Socialist Party,RSP,1478.0,207775
Bihar,1995.0,56,Kanti,GEN,Mahendra Roy,M,Independent,IND,247.0,164478
Bihar,2010.0,191,Bikram,GEN,Ajay Kumar,,Independent,IND,3030.0,248949
Bihar,1985.0,70,Sonbarsa,GEN,Dhirendra Kumar Singh,M,Independent,IND,1116.0,139367
Bihar,1990.0,227,Dinara,GEN,Sidhnath Shankar Rai,M,Independents,IND,26.0,155224
Bihar,2010.0,100,Barauli,GEN,Jai Nath Pd. Yadav,,Janata Dal (Secular),JD(S),1067.0,201573
Bihar,1995.0,11,Sugauli,GEN,Vindeshwari Pr. Sahni,M,Samajwadi Party,SP,1746.0,178965
Bihar,1990.0,43,Parsa,GEN,Sheo Bachan Prasad,M,Janata Party (Jp),JNP(JP),2120.0,165844
Bihar,2010.0,44,Tribeniganj,SC,Kameshwar Paswan,,Jammu & Kashmir National Panthers Party,JKNPP,514.0,208931
Bihar,2000.0,108,Cheria Bariarpur,GEN,Krishn Nandan Singh,M,Ajeya Bharat Party,AJBP,789.0,168282
Bihar,1995.0,93,Kalyanpur,GEN,Ram Shresth Prasad Singh,M,Independent,IND,365.0,184136
Bihar,2000.0,289,Potka,ST,Gunadhar Singh,M,Communist Party Of India,CPI,4134.0,196285
Bihar,2010.0,215,Kurtha,GEN,Upendra Paswan,,Communist Party of India (Marxist-Leninist) (Liberation),CPI(ML)(L),4065.0,191152
Bihar,1977.0,185,Monghyr,GEN,Balmiki Prasad Singh,M,Independents,IND,7690.0,131792
Bihar,1980.0,154,Nala,GEN,Bisheshwar Khan,M,Communist Party Of India,CPI,19944.0,113064
Bihar,2005.0,8,Bettiah,GEN,Renu Devi,M,Bharatiya Janata Party,BJP,48559.0,264754
Bihar,2000.0,307,Hatia,GEN,Praveen Kerketta,M,Bahujan Samaj Party,BSP,2956.0,217470
Bihar,2005.0,194,Bikram,GEN,Ram Sujan Choudhary,M,Independent,IND,696.0,222382
Bihar,2005.1,116,Singheshwar,GEN,Md. Parvej Alam,M,Lok Jan Shakti Party,LJP,10098.0,203957
Bihar,1995.0,16,Madhuban,GEN,Amrendra Singh,M,Independent,IND,663.0,188831
Bihar,1977.0,30,Mairwa,SC,Fagu Ram,M,Independents,IND,365.0,100922
Bihar,1995.0,219,Buxar,GEN,Raj Kishore Singh,M,Independent,IND,564.0,156196
Bihar,1995.0,235,Dehri,GEN,Khurshid Anwar,M,Independent,IND,185.0,194999
Bihar,1985.0,1,Dhanaha,GEN,Yogendra Prasad Srivastav,M,Janta Party,JNP,6421.0,98956
Bihar,1985.0,171,Sultanganj,SC,Jagdiv Manjhi,M,Communist Party Of India,CPI,10267.0,149657
Bihar,2000.0,125,Dhamdaha,GEN,Dilip Kumar Yadav,M,Samajwadi Party,SP,25411.0,193866
Bihar,2005.1,84,Manigachhi,GEN,Prabhakar Chaudhary,M,Janata Dal (United),JD(U),30625.0,194680
Bihar,1995.0,35,Manjhi,GEN,Brajesh Kumar Raman,M,Bharatiya Janata Party,BJP,5493.0,157863
Bihar,2005.0,127,Raniganj,SC,Raghunath Ram,M,Independent,IND,1065.0,232309
Bihar,2010.0,54,Kishanganj,GEN,Raju Ranjan,,Independent,IND,1800.0,211851
Bihar,2005.0,59,Muzaffarpur,GEN,Suresh Pandey,M,Independent,IND,1161.0,292547
Bihar,2005.0,46,Raghopur,GEN,Ravi Prakash Chaudhary,M,Apna Dal,AD,1373.0,219347
Bihar,1990.0,238,Aurangabad,GEN,Surya Deo Singh,M,Independents,IND,110.0,170388
Bihar,2010.0,158,Nathnagar,GEN,Shailendra Kumar Ghosh,,Independent,IND,4280.0,243019
Bihar,1980.0,170,Bihpur,GEN,Vrahma Deo Mandal,M,Bharatiya Janata Party,BJP,17434.0,116637
Bihar,2005.0,38,Taraiya,GEN,Sunil Singh,M,Independent,IND,1699.0,191011
Bihar,1990.0,100,Rosera,GEN,Ram Karan Mahtho,M,Independents,IND,71.0,164063
Bihar,1995.0,46,Raghopur,GEN,Rakesh Kumar Singh,M,Independent,IND,707.0,183694
Bihar,1980.0,143,Kadwa,GEN,Ram Singh,M,Bharatiya Janata Party,BJP,1508.0,99730
Bihar,2000.0,219,Buxar,GEN,Manju Prakash,F,Communist Party Of India (Marxist),CPM,25478.0,161654
Bihar,1990.0,121,Sonbarsa,GEN,K.K. Mandal,M,Indian National Congress,INC,41330.0,172813
Bihar,1985.0,234,Nokha,GEN,Kalika Rai,M,Independent,IND,63.0,133683
Bihar,2010.0,229,Bodh Gaya,SC,Kailash Bhuiyan,,Independent,IND,2104.0,238026
Bihar,1995.0,86,Ghanshyampur,GEN,Bindeshwari Yadav,M,Independent,IND,1230.0,188190
Bihar,2005.1,67,Sitamarhi,GEN,Dr. Indal Singh Naveen,M,Lok Jan Shakti Party,LJP,21776.0,239622
Bihar,1980.0,292,Jamshedpur West,GEN,Md. Ayub Khan,M,Janata Party (Jp),JNP(JP),988.0,108766
Bihar,1977.0,198,Hilsa,GEN,Lakhan Singh,M,Independents,IND,303.0,126512
Bihar,2000.0,75,Harlakhi,GEN,Brajnandan Mahto,M,Independent,IND,1387.0,177355
Bihar,2005.1,11,Sugauli,GEN,Ramyodha Sahani,M,Independent,IND,1435.0,219751
Bihar,1990.0,302,Torpa,ST,Dhuran Munda,M,Doordarshi Party,DDP,640.0,111848
Bihar,1995.0,220,Rajpur,SC,Raj Banshi Ram,M,Independent,IND,245.0,145985
Bihar,2000.0,249,Gaya Mufassil,GEN,Jitendra Kumar Yadav,M,Nationalist Congress Party,NCP,5643.0,174047
Bihar,1990.0,129,Forbesganj,GEN,Zamiruddin,M,Independents,IND,715.0,166577
Bihar,1985.0,204,Fatwa,SC,Punit Roy,M,Lok Dal,LKD,21480.0,141134
Bihar,1995.0,98,Dalsinghsarai,GEN,Jubair Alam,M,Samata Party,SAP,1520.0,194471
Bihar,1995.0,26,Baikunthpur,GEN,Hari Sankar Prasad,M,Doordarshi Party,DDP,511.0,191674
Bihar,1995.0,276,Dumri,GEN,Maqsood Alam,M,Indian National Congress,INC,23808.0,164555
Bihar,2010.0,189,Masaurhi,SC,Raghuwar Paswan,,Ambedkar National Congress,ANC,1752.0,273547
Bihar,2005.0,56,Kanti,GEN,Lakhichandra Ray,M,Independent,IND,3285.0,194781
Bihar,2005.0,50,Mahua,SC,Bisheshwar Paswan,M,Independent,IND,2419.0,188859
Bihar,1985.0,124,Rupauli,GEN,Damodar Choudhary,M,Independent,IND,281.0,120719
Bihar,1980.0,8,Bettiah,GEN,Babu Ram Majhi,M,Independents,IND,941.0,135666
Bihar,1990.0,229,Mohania,SC,Sheo Pati Ram,M,Dalit Mazdoor Kisan Party,DMKP,284.0,158777
Bihar,1995.0,212,Bikram,GEN,Sudhir Kumar,M,Independent,IND,140.0,189568
Bihar,1980.0,242,Arwal,GEN,Chandra Shekhar Singh,M,Communist Party Of India,CPI,18361.0,145477
Bihar,1990.0,188,Jamui,GEN,Uma Shankar Paswan,M,Independents,IND,35.0,178879
Bihar,2000.0,266,Barkagaon,GEN,Puran Ram Shahu,M,Communist Party Of India,CPI,30342.0,241318
Bihar,1985.0,124,Rupauli,GEN,Ramdhani Tyagi,M,Independent,IND,1736.0,120719
Bihar,1985.0,282,Sindri,GEN,Vimal Kumar Marandi,M,Jharkhand Mukti Morcha,JMM,2806.0,148657
Bihar,2010.0,111,Goriyakothi,GEN,Indradeo Prasad,,Rashtriya Janata Dal,RJD,28512.0,238290
Bihar,2005.0,128,Narpatganj,GEN,Dinanath Yadav,M,Independent,IND,1440.0,228598
Bihar,1985.0,57,Kurhani,GEN,Chandra Shekhar Singh,M,Independent,IND,1403.0,132913
Bihar,1990.0,45,Hajipur,GEN,Nityanand Rai,M,Bhartiya Janata Party,BJP,14701.0,175138
Bihar,1977.0,235,Dehri,GEN,Rajaram Gupta,M,Independents,IND,94.0,114937
Bihar,2010.0,157,Sultanganj,GEN,Ram Rekha Singh,,Independent,IND,749.0,263544
Bihar,1990.0,54,Sahebganj,GEN,Madan Kumar Singh,M,Independents,IND,140.0,166100
Bihar,1990.0,212,Bikram,GEN,Leyakat Ali,M,Independents,IND,131.0,164293
Bihar,1980.0,89,Darbhanga,GEN,Ram Narain Singh,M,Independents,IND,175.0,122891
Bihar,2000.0,112,Supaul,GEN,Md. Izhar,M,Samajwadi Party,SP,8302.0,195177
Bihar,1980.0,136,Amour,GEN,Anil Ku. Das,M,Independents,IND,370.0,104252
Bihar,1995.0,227,Dinara,GEN,Bimal Kaumar Mahto,M,Independent,IND,169.0,177867
Bihar,2010.0,30,Belsand,GEN,Upendra Sahni,,Bahujan Samaj Party,BSP,8301.0,198429
Bihar,2005.0,59,Muzaffarpur,GEN,Pankaj Kumar,M,Independent,IND,248.0,292547
Bihar,1977.0,141,Barari,GEN,Basudeo Prasad Singh,M,Janata Party,JNP,16165.0,90998
Bihar,1995.0,129,Forbesganj,GEN,Latu Paswan,M,Independent,IND,303.0,187089
Bihar,1985.0,292,Jamshedpur West,GEN,Mustaque Ahmed,M,Lok Dal,LKD,113.0,125871
Bihar,2010.0,163,Belhar,GEN,Mrigendra Kumar Singh,,Independent,IND,2568.0,247681
Bihar,1995.0,68,Bathnaha,GEN,Salauddin,M,Independent,IND,203.0,192352
Bihar,1985.0,276,Dumri,GEN,Ritlal Mahto,M,Independent,IND,746.0,116166
Bihar,1990.0,232,Sasaram,GEN,Ram Dulari Devi,F,Independents,IND,390.0,186282
Bihar,1995.0,84,Manigachhi,GEN,Raj Kumar Jha,M,Independent,IND,232.0,167102
Bihar,1980.0,308,Kanke,SC,B. D. Ram,M,Communist Party Of India,CPI,13173.0,134030
Bihar,2005.0,149,Nathnagar,GEN,Parwej Jamal,M,Indian National Congress,INC,21155.0,250313
Bihar,1985.0,262,Kodarma,GEN,Sadanand Singh,M,Independent,IND,137.0,136753
Bihar,2005.0,139,Purnea,GEN,Dharmendra Oraon,M,Jharkhand Disom Party,JDP,915.0,230411
Bihar,1990.0,7,Chanpatia,GEN,Mahmad Nazib,M,Bahujan Samaj Party,BSP,2548.0,138351
Bihar,1980.0,24,Gopalganj,GEN,Ramadhar Prasad Yadav Alias Ramadhar Prasad,M,Janata Party (Secular) Raj Narain,JNP(SR),752.0,123028
Bihar,1990.0,244,Makhdumpur,GEN,Sheo Kumari,F,Indian Peoples Front,IPF,20410.0,174213
Bihar,1995.0,13,Adapur,GEN,Ram Krishna Pd. Yadav,M,Independent,IND,269.0,180648
Bihar,1985.0,93,Kalyanpur,GEN,Narottam Thakur,M,Independent,IND,971.0,144555
Bihar,1980.0,214,Sandesh,GEN,Sheo Prasad Singh,M,Independents,IND,393.0,133841
Bihar,1985.0,225,Karakat,GEN,Shri Krishna Singh,M,Independent,IND,73.0,151640
Bihar,1990.0,183,Khagaria,GEN,Naresh Chandra Verma,M,Independents,IND,729.0,158563
Bihar,2000.0,226,Bikramganj,GEN,Ram Kripal Singh,M,Independent,IND,1086.0,199921
Bihar,2000.0,225,Karakat,GEN,Ram Sisasan Singh,M,Independent,IND,103.0,194694
Bihar,1980.0,94,Warisnagar,SC,Pitambar Paswan,M,Janata Party (Secular) - Ch. Charan Singh,JNP(SC),26512.0,113191
Bihar,1977.0,64,Runisaidpur,GEN,Shiv Shankar Sharma,M,Independents,IND,92.0,124786
Bihar,1990.0,132,Jokihat,GEN,Mojibur Rahman,M,Independents,IND,528.0,143433
Bihar,1995.0,238,Aurangabad,GEN,Md. Faruk,M,Communist Party Of India (Marxist-Lenninist)(Liberation),CPI(ML)(L),839.0,198966
Bihar,2010.0,77,Mahishi,GEN,Gunjeshwar Sah,,Independent,IND,3667.0,222769
Bihar,2000.0,128,Narpatganj,GEN,Kamal Kishore Yadav,M,Ajeya Bharat Party,AJBP,948.0,199386
Bihar,1985.0,284,Dhanbad,GEN,Ram Chander Singh,M,Janta Party,JNP,14059.0,194744
Bihar,2000.0,203,Bakhtiarpur,GEN,Sanjay Kumar,M,Bahujan Samaj Party,BSP,3801.0,193743
Bihar,2005.1,219,Deo,SC,Kusum Devi,F,Lok Jan Shakti Party,LJP,11113.0,199369
Bihar,2005.1,120,Madhepura,GEN,Anil Kumar,M,Independent,IND,1074.0,224707
Bihar,1990.0,185,Munghyr,GEN,Manoj Kumar Ram,M,Independents,IND,543.0,197585
Bihar,2005.0,18,Kesariya,GEN,Rajesh Kumar Raushan Alias Babalu Deo,M,Rashtriya Janata Dal,RJD,17286.0,207622
Bihar,1977.0,78,Madhubani,GEN,Mohan Jha,M,Independents,IND,1838.0,125125
Bihar,2010.0,202,Rajpur,SC,Binod Kumar Bikrant,,Independent,IND,2933.0,254505
Bihar,2010.0,12,Narkatia,GEN,Shamim Ahmad,,Independent,IND,14217.0,204398
Bihar,2000.0,240,Obra,GEN,Raja Ram Singh,M,Communist Party Of India (Marxist-Lenninist) (Liberation),CPI(ML)(L),37650.0,190594
Bihar,1980.0,150,Litipara,ST,Paul Hansda,M,Bharatiya Janata Party,BJP,619.0,93052
Bihar,1977.0,157,Madhupur,GEN,Ajit Kumar Baneerjee,M,Janata Party,JNP,23836.0,108917
Bihar,1995.0,199,Chandi,GEN,Hari Bansh Lal,M,Independent,IND,158.0,152538
Bihar,1990.0,259,Gobindpur,GEN,Surendra Prasad Singh,M,Indian Peoples Front,IPF,4269.0,190100
Bihar,2000.0,127,Raniganj,SC,Hari Prasad Baisyantri,M,Indian National Congress,INC,10956.0,193469
Bihar,2005.0,9,Nautan,GEN,Uday Chandra Jha,M,Independent,IND,706.0,206826
Bihar,1990.0,98,Dalsinghsarai,GEN,Ram Chandra Mahto,M,Independents,IND,72.0,175366
Bihar,1990.0,282,Sindri,GEN,Vineshwar Singh,M,Independents,IND,106.0,176545
Bihar,1980.0,214,Sandesh,GEN,Lalmohan Chaudhary,M,Independents,IND,70.0,133841
Bihar,2005.1,20,Gobindganj,GEN,Prabhu Ram,M,Bahujan Samaj Party,BSP,2883.0,207340
Bihar,1980.0,222,Jagdishpur,GEN,Bindeshwar Singh,M,Bharatiya Janata Party,BJP,536.0,164900
Bihar,1995.0,255,Fatehpur,SC,Shyamdev Paswan,M,Communist Party Of India,CPI,644.0,179613
Bihar,1980.0,129,Forbesganj,GEN,Lal Chand Sahani,M,Janata Party (Jp),JNP(JP),1662.0,117233
Bihar,2010.0,221,Nabinagar,GEN,Archana Chandra,,Bahujan Samaj Party,BSP,11850.0,205361
Bihar,1995.0,222,Jagdishpur,GEN,Raj Shekhar,M,Indian National Congress,INC,7157.0,172560
Bihar,2000.0,180,Kharagpur,GEN,Pramod Ku. Chaurasia,M,Independent,IND,139.0,200153
Bihar,1990.0,222,Jagdishpur,GEN,Raj Shekhar Prasad,M,Indian National Congress,INC,9109.0,169197
Bihar,2005.0,237,Fatehpur,SC,Ajay Paswan,M,Rashtriya Janata Dal,RJD,36231.0,220514
Bihar,2005.0,102,Hasanpur,GEN,Ram Chandra Millik,M,Independent,IND,1862.0,187751
Bihar,2010.0,112,Maharajganj,GEN,Dr. Vidhushekhar Pandey,,Independent,IND,1759.0,216948
Bihar,2010.0,131,Kalyanpur,SC,Kailash Paswan,,Independent,IND,5407.0,251194
Bihar,1995.0,124,Rupauli,GEN,Budhdeo Sharma,M,Independent,IND,1057.0,160187
Bihar,1995.0,178,Jhajha,GEN,Mumtaz Ansari,M,Independent,IND,721.0,160623
Bihar,2010.0,118,Chapra,GEN,Praveen Kumar Alias Piku Yadav,,Independent,IND,1297.0,254790
Bihar,1990.0,89,Darbhanga,GEN,Bharat Rai,M,Independents,IND,39.0,166269
Bihar,1995.0,250,Gaya Town,GEN,Masood Manjar,M,Communist Party Of India,CPI,26594.0,202944
Bihar,1995.0,46,Raghopur,GEN,Shashi Bhushan Singh,M,Independent,IND,190.0,183694
Bihar,1977.0,169,Gopalpur,GEN,Subodh Prasad Singh,M,Independents,IND,499.0,103845
Bihar,2010.0,168,Lakhisarai,GEN,Kundan Kumar,,Independent,IND,776.0,295034
Bihar,1990.0,68,Bathnaha,GEN,Bindeshwar Sah,M,Independents,IND,2599.0,172830
Bihar,1990.0,204,Fatwa,SC,Ashok Kumar,M,Independents,IND,251.0,169088
Bihar,1995.0,189,Sikandra,SC,Anil Choudhary,M,Independent,IND,52.0,196181
Bihar,2010.0,193,Barhara,GEN,Asha Devi,,Janata Dal (United),JD(U),45019.0,232971
Bihar,2000.0,1,Dhanaha,GEN,Raghunath Pd.Sahani,M,Independent,IND,607.0,122373
Bihar,1977.0,2,Bagha,SC,Narsingh Baitha,M,Indian National Congress,INC,32058.0,109756
Bihar,1995.0,190,Lakhisarai,GEN,Ajay Kumar Singh,M,Independent,IND,49.0,194770
Bihar,2005.0,151,Gopalpur,GEN,Ramvilash Paswan,M,Independent,IND,1047.0,213165
Bihar,1985.0,152,Maheshpur,ST,Bishwanath Murmu,M,Bharatiya Janta Party,BJP,666.0,109599
Bihar,1985.0,31,Darauli,GEN,Amrendra Singh,M,Janta Party,JNP,1775.0,130712
Bihar,1977.0,283,Nirsa,GEN,Rajendra Prasad Yadav,M,Independents,IND,600.0,110344
Bihar,1980.0,159,Jarmundi,GEN,Radhey Shyam Mishra,M,Independents,IND,162.0,98517
Bihar,2005.0,233,Imamganj,SC,Ramwali Rishiyasan,M,Independent,IND,871.0,193706
Bihar,1995.0,57,Kurhani,GEN,Lakshan Deo Prasad Singh,M,Champaran Vikas Party,CVP,308.0,173802
Bihar,1995.0,151,Pakaur,GEN,Surendra Kumar Upadhyay,M,Independent,IND,97.0,166799
Bihar,1990.0,321,Bhawanathpur,GEN,Girwar Pandey,M,Janata Dal,JD,21241.0,165788
Bihar,1995.0,242,Arwal,GEN,Tyagi Mahendra Prasad Singh,M,Bharatiya Krishi Udyog Sangh,BKUS,80.0,173990
Bihar,1985.0,34,Raghunathpur,GEN,Mrityunjay Tiwary,M,Independent,IND,480.0,147474
Bihar,1977.0,76,Khajauli,SC,Sita Ram Paswan,M,Independents,IND,85.0,110636
Bihar,2010.0,93,Kurhani,GEN,Saroj Kumar,,Janvadi Party(Socialist),JP(S),2617.0,213417
Bihar,2000.0,117,Saharsa,GEN,Shankar Singh,M,Independent,IND,415.0,219198
Bihar,1995.0,2,Bagha,SC,Rudal Ram,M,Independent,IND,1101.0,202428
Bihar,1985.0,241,Goh,GEN,Krishan Balam Prasad Singh,M,Independent,IND,113.0,138102
Bihar,2005.0,174,Barbigha,SC,Shiv Shankar Paswan,M,Independent,IND,2009.0,200885
Bihar,2005.0,90,Keoti,GEN,Ram Vinod Paswan,M,Bahujan Samaj Party,BSP,1594.0,234558
Bihar,2010.0,201,Dumraon,GEN,Sunil Kumar,,Rashtriya Janata Dal,RJD,22692.0,241608
Bihar,1995.0,172,Amarpur,GEN,Sachidanand Singh,M,Independent,IND,564.0,179299
Bihar,1990.0,236,Nabinagar,GEN,Ram Prasad Ram,M,Independents,IND,1110.0,163840
Bihar,1977.0,39,Marhaura,GEN,Bhishma Prasad Yadav,M,Indian National Congress,INC,14908.0,110811
Bihar,1990.0,284,Dhanbad,GEN,Vipin Kumar Singh,M,Independents,IND,32.0,239371
Bihar,1995.0,3,Ramnagar,GEN,Mohammad Salahuddin,M,Independent,IND,8587.0,169977
Bihar,1995.0,157,Madhupur,GEN,Faruddin Ansari,M,Independent,IND,359.0,187276
Bihar,2000.0,266,Barkagaon,GEN,Miya Jan Mian,M,Jharkhand Party,JKP,220.0,241318
Bihar,2010.0,73,Madhepura,GEN,Dr. Ramendra Kumar Yadav Ravi,,Janata Dal (United),JD(U),60537.0,258173
Bihar,1990.0,250,Gaya Town,GEN,Vijay Kumar Madani,M,Independents,IND,6.0,174844
Bihar,1995.0,113,Tribeniganj,GEN,Munga Lal Sah,M,Bharatiya Janata Party,BJP,5262.0,148838
Bihar,1990.0,105,Begusarai,GEN,Hare Ram Singh,M,Independents,IND,67.0,165831
Bihar,1977.0,295,Chaibasa,ST,Krishna Chandra Hembrom,M,Independents,IND,1022.0,88220
Bihar,1985.0,98,Dalsinghsarai,GEN,Baleshwar Na. Singh,M,Independent,IND,130.0,150307
Bihar,1985.0,282,Sindri,GEN,Phul Chand Mandal,M,Bharatiya Janta Party,BJP,2299.0,148657
Bihar,1990.0,153,Sikaripara,ST,Prafulla Kumar Soren,M,Communist Party Of India,CPI,5788.0,144344
Bihar,1990.0,20,Gobindganj,GEN,Rajvallabh Giri,M,Independents,IND,4683.0,159242
Bihar,1995.0,294,Seraikella,ST,Dhanai Manjhi,M,Janata Party,JP,986.0,186429
Bihar,1995.0,138,Kasba,GEN,Mahendra Rishi,M,Independent,IND,904.0,191411
Bihar,1985.0,241,Goh,GEN,Surendra Prasad Singh,M,Independent,IND,113.0,138102
Bihar,1985.0,307,Hatia,GEN,Habibullah,M,Lok Dal,LKD,6521.0,122445
Bihar,1977.0,126,Banmankhi,SC,Deep Narayan Paswan,M,Independents,IND,453.0,107825
